source,odkvar,dbvar,dbtable,15-Sep,16-May
ODK Forms,eplot_no,eplot_no,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_first_name,hh_first_name,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_lastname,hh_last_name,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_no,hh_no,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,interview_date,interview_date,household,,house_hold_15_may_2016_v1
ODK Forms,interview_time,interview_time,household,,house_hold_15_may_2016_v1
ODK Forms,landscape_no,landscape_no,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,observations,observations,household,,house_hold_15_may_2016_v1
ODK Forms,questionnaire_inspection_date,questionnaire_inspection_date,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,region,region,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,supervisor_code,supervisor_code,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,supervisor,supervisor_first_name,household,,house_hold_15_may_2016_v1
ODK Forms,supervisor_first_name,supervisor_first_name,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,supervisor,supervisor_last_name,household,,house_hold_15_may_2016_v1
ODK Forms,supervisor_last_name,supervisor_last_name,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,survey_instrument,survey_instrument,household,,house_hold_15_may_2016_v1
ODK Forms,time_finish,time_finish,household,,house_hold_15_may_2016_v1
ODK Forms,town,town,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,ward,ward,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
Database - Linking Variable,,ind,household_secB,,
ODK Forms,hh_hv105b_01,hh_hv105b_01,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv105c_01,hh_hv105c_01,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv106_01,hh_hv106_01,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109_01,hh_hv109_01,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109a_01,hh_hv109a_01,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109b_01,hh_hv109b_01,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109c_01,hh_hv109c_01,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109c_01,hh_hv109c_01_1,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109c_01,hh_hv109c_01_10,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109c_01,hh_hv109c_01_11,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109c_01,hh_hv109c_01_12,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109c_01,hh_hv109c_01_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109c_01,hh_hv109c_01_3,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109c_01,hh_hv109c_01_4,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109c_01,hh_hv109c_01_5,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109c_01,hh_hv109c_01_6,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109c_01,hh_hv109c_01_7,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109c_01,hh_hv109c_01_8,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_hv109c_01,hh_hv109c_01_9,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i01,hh_i01,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i02_1,hh_i02_1,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i02_2,hh_i02_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i02_3,hh_i02_3,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i02_4,hh_i02_4,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i02_5,hh_i02_5,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i02_6,hh_i02_6,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i02_7,hh_i02_7,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i02_8,hh_i02_8,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i031,hh_i031,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i032,hh_i032,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i04_1,hh_i04_1,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i04_1,hh_i04_1_other,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i04_2,hh_i04_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i04_2,hh_i04_2_other,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i04_3,hh_i04_3,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i04_3,hh_i04_3_other,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i05,hh_i05,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i05_2,hh_i05_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i05_2,hh_i05_2_other,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i05,hh_i05_other,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i06,hh_i06,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i07_1,hh_i07_1,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i07_2,hh_i07_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i07_3,hh_i07_3,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i08,hh_i08,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2013,hh_i09_2012,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2013,hh_i09_2012_1,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2013,hh_i09_2012_10,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2013,hh_i09_2012_11,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2013,hh_i09_2012_12,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2013,hh_i09_2012_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2013,hh_i09_2012_3,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2013,hh_i09_2012_4,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2013,hh_i09_2012_5,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2013,hh_i09_2012_6,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2013,hh_i09_2012_7,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2013,hh_i09_2012_8,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2013,hh_i09_2012_9,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2012,hh_i09_2013,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2012,hh_i09_2013_1,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2012,hh_i09_2013_10,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2012,hh_i09_2013_11,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2012,hh_i09_2013_12,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2012,hh_i09_2013_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2012,hh_i09_2013_3,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2012,hh_i09_2013_4,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2012,hh_i09_2013_5,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2012,hh_i09_2013_6,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2012,hh_i09_2013_7,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2012,hh_i09_2013_8,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i09_2012,hh_i09_2013_9,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i10_1,hh_i10_1,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i10_1oth,hh_i10_1oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i10_2,hh_i10_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i10_2oth,hh_i10_2oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i10_3,hh_i10_3,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_i10_3oth,hh_i10_3oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j01,hh_j01,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j02,hh_j02,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j02oth,hh_j02oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j03,hh_j03,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j04_1,hh_j04_1,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j04_2,hh_j04_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j05,hh_j05,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j05,hh_j05_other,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j06,hh_j06,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j06,hh_j06_other,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j07,hh_j07,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j07,hh_j07_other,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j08,hh_j08,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j08,hh_j08_other,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j09,hh_j09,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j09,hh_j09_other,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j10,hh_j10,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j11,hh_j11,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j11,hh_j11_other,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j12,hh_j12,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j12,hh_j12_other,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j13,hh_j13,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j13,hh_j13_other,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j14,hh_j14,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j14_oth,hh_j14_oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j15,hh_j15,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j15_oth,hh_j15_oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j16_1,hh_j16_1,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j16_1oth,hh_j16_1oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j16_2,hh_j16_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j16_2oth,hh_j16_2oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j17_1,hh_j17_1,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j17_1oth,hh_j17_1oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j17_2,hh_j17_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j17_2oth,hh_j17_2oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j18_1,hh_j18_1,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j18_1oth,hh_j18_1oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j18_2,hh_j18_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j18_2oth,hh_j18_2oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j19_1,hh_j19_1,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j19_1oth,hh_j19_1oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j19_2,hh_j19_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j19_2oth,hh_j19_2oth,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,hh_j20,hh_j20,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,j20b_02,j20b_02,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,j20c_02,j20c_02,household,house_hold_17_sep_2015_v0,house_hold_15_may_2016_v1
ODK Forms,j20c_02,j20c_02_1,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,j20c_02,j20c_02_10,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,j20c_02,j20c_02_11,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,j20c_02,j20c_02_12,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,j20c_02,j20c_02_2,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,j20c_02,j20c_02_3,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,j20c_02,j20c_02_4,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,j20c_02,j20c_02_5,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,j20c_02,j20c_02_6,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,j20c_02,j20c_02_7,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,j20c_02,j20c_02_8,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,j20c_02,j20c_02_9,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_10_a,k2_10_a,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_10_b,k2_10_b,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_10_c,k2_10_c,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_10_d,k2_10_d,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_11_a,k2_11_a,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_11_b,k2_11_b,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_11_c,k2_11_c,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_11_d,k2_11_d,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_8_a,k2_8_a,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_8_b,k2_8_b,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_8_c,k2_8_c,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_8_d,k2_8_d,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_8_e,k2_8_e,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_8_f,k2_8_f,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_8_g,k2_8_g,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_8_h,k2_8_h,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_8_i,k2_8_i,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_8_j,k2_8_j,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,k2_9,k2_9,household,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_101_1,l_101_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_101_2,l_101_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_102_1,l_102_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_102_2,l_102_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_103_1,l_103_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_103_2,l_103_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_199_1,l_199_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_199_2,l_199_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_201_1,l_201_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_201_2,l_201_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_202_1,l_202_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_202_2,l_202_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_203_1,l_203_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_203_2,l_203_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_203a_1,l_203a_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_203a_2,l_203a_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_203b_1,l_203b_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_203b_2,l_203b_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_204_1,l_204_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_204_2,l_204_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_205_1,l_205_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_205_2,l_205_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_206_1,l_206_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_206_2,l_206_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_207_1,l_207_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_207_2,l_207_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_207a_1,l_207a_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_207a_2,l_207a_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_208_1,l_208_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_208_2,l_208_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_209_1,l_209_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_209_2,l_209_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_211_1,l_211_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_211_2,l_211_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_212_1,l_212_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_212_2,l_212_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_213_1,l_213_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_213_2,l_213_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_214_1,l_214_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_214_2,l_214_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_215_1,l_215_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_215_2,l_215_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_216_1,l_216_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_216_2,l_216_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_217_1,l_217_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_217_2,l_217_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_217a_1,l_217a_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_217a_2,l_217a_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_218_1,l_218_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_218_2,l_218_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_219_1,l_219_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_219_2,l_219_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_220_1,l_220_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_220_2,l_220_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_221_1,l_221_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_221_2,l_221_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_222_1,l_222_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_222_2,l_222_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_223_1,l_223_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_223_2,l_223_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_224_1,l_224_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_224_2,l_224_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_224a_1,l_224a_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_224a_2,l_224a_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_224b_1,l_224b_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_224b_2,l_224b_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_301_1,l_301_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_301_2,l_301_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_302_1,l_302_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_302_2,l_302_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_303_1,l_303_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_303_2,l_303_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_304_1,l_304_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_304_2,l_304_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_305_1,l_305_1,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
ODK Forms,L_305_2,l_305_2,household_expenditure,house_hold_17_sep_2015_v1,house_hold_15_may_2016_v1
